대분류코드,중분류코드,소분류코드,직무코드,직무명,직무역량코드,직무역량수준(능력단위수준 이면서 세분류의 자식),직무역량명,수준(직급수준),직급명
14,8,4,1,해양자원탐사,5,5,해양자원 탄성파탐사,5,해양자원 탄성파탐사 기술자
14,8,4,1,해양자원탐사,1,6,해양자원 탐사기획,6,해양자원 탐사기획 책임자
14,8,4,1,해양자원탐사,11,6,해양자원탐사 종합평가,6,해양자원탐사 종합평가 책임자
14,8,4,2,해양자원개발,6,5,심해 양광,5,심해양광 기술자
14,8,4,2,해양자원개발,5,5,심해 집광,5,심해집광 기술자
14,8,4,2,해양자원개발,9,7,해양 석유저류층 평가,7,해양 석유저류층 평가전문가
14,8,4,2,해양자원개발,10,6,해양 석유생산 기술적용,6,해양석유생산 기술적용 책임자
14,8,4,2,해양자원개발,8,5,해양 시추,5,해양시추 기술자
14,8,4,2,해양자원개발,3,7,해양자원 생산설계,7,해양자원 생산설계 전문가
14,8,4,2,해양자원개발,2,4,해양자원개발 경제성 평가,4,해양자원개발 경제성 평가 기술자
14,8,4,2,해양자원개발,11,3,해양자원개발 보건안전환경관리,3,해양자원개발 보건안전환경 관리원
14,8,4,2,해양자원개발,7,6,해양자원개발 통합운용 기술적용,6,해양자원개발 통합운용 책임자
14,8,4,2,해양자원개발,1,7,해양 자원량 평가,7,해양자원량 평가전문가
14,8,4,2,해양자원개발,4,5,심해 환경영향 평가 복원 실행,5,해양환경영향 평가복원실행 기술자
14,8,4,3,해양자원관리,4,3,분급공정 운용,3,분립공정 담당자
14,8,4,3,해양자원관리,2,6,광물자원 처리계획수립,6,생산공정 총괄관리자
14,8,4,3,해양자원관리,3,4,파분쇄공정 운용,4,선광 공정관리자
14,8,4,3,해양자원관리,5,4,선별공정 운용,4,선광 공정관리자
14,8,4,3,해양자원관리,1,3,원료분석평가,3,원료분석평가 담당자
14,8,4,3,해양자원관리,6,4,용융공정 운용,4,제련 공정관리자
14,8,4,3,해양자원관리,7,4,침출공정 운용,4,제련 공정관리자
14,8,4,3,해양자원관리,8,5,분리정제공정 운용,5,제품생산 책임자
14,8,4,3,해양자원관리,9,5,회수공정 운용,5,제품생산 책임자
14,8,4,3,해양자원관리,10,5,제조산물 품질관리,5,품질관리 책임자
14,8,4,3,해양자원관리,11,2,환경오염관리,2,환경오염 관리원
14,8,5,1,일반잠수,6,5,수중조사,5,고급 스쿠버잠수사
14,8,5,1,일반잠수,7,5,수색구조,5,고급 스쿠버잠수사
14,8,5,1,일반잠수,4,4,수중촬영,4,수중촬영사
14,8,5,1,일반잠수,1,3,스쿠버 장비 점검,3,잠수장비관리사
14,8,5,1,일반잠수,2,3,스쿠버잠수 부대품 점검,3,잠수장비관리사
14,8,5,1,일반잠수,5,4,특수 환경 잠수,4,중급 스쿠버잠수사
14,8,5,1,일반잠수,3,2,잠수 기능 운용,2,초급 스쿠버잠수사
14,8,5,1,일반잠수,8,2,인명구조,2,초급 스쿠버잠수사
14,8,5,1,일반잠수,9,2,잠수응급처치,2,초급 스쿠버잠수사
14,8,5,2,산업잠수,8,6,수중토목,6,고급 산업잠수사
14,8,5,2,산업잠수,5,3,기압조절실 운용,3,기압조절실 운용사
14,8,5,2,산업잠수,1,8,잠수 계획 수립,8,산업잠수 감독관
14,8,5,2,산업잠수,2,8,잠수팀 운영,8,산업잠수 감독관
14,8,5,2,산업잠수,6,5,수중용접절단,5,중급 산업잠수사
14,8,5,2,산업잠수,7,5,수중발파,5,중급 산업잠수사
14,8,5,2,산업잠수,3,4,표면공급식 공기잠수,4,초급 산업잠수사
14,8,5,2,산업잠수,4,7,표면공급식 혼합기체잠수,7,특급 산업잠수사
14,8,5,2,산업잠수,10,7,극한환경잠수,7,특급 산업잠수사
14,8,5,2,산업잠수,9,7,해난구조,7,해난구조사
15,1,1,1,기계설계기획,3,5,설계일정수립,5,(과장) 설계기획선임연구원
15,1,1,1,기계설계기획,5,5,설계조건분석,5,(과장) 설계기획선임연구원
15,1,1,1,기계설계기획,7,5,설계원가산정,5,(과장) 설계기획선임연구원
15,1,1,1,기계설계기획,9,5,신뢰성검토,5,(과장) 설계기획선임연구원
15,1,1,1,기계설계기획,1,6,요구사항분석,6,(차장) 설계기획선임연구원
15,1,1,1,기계설계기획,6,7,설계수명설정,7,설계기획 책임연구원
15,1,1,1,기계설계기획,8,7,경제성검토,7,설계기획 책임연구원
15,1,1,1,기계설계기획,2,4,설계기술자료수집,4,설계기획연구원
15,1,1,1,기계설계기획,4,4,기술지원계획수립,4,설계기획연구원
15,1,1,1,기계설계기획,10,4,기계형식인증검토,4,설계기획연구원
15,1,1,2,기계개발기획,4,5,기술개발환경분석,5,(과장) 기계개발 기획전문가
15,1,1,2,기계개발기획,6,5,기술정보분석,5,(과장) 기계개발 기획전문가
15,1,1,2,기계개발기획,5,4,규정검토,4,(대리) 기계개발 기획실무자
15,1,1,2,기계개발기획,7,3,개발일정수립,3,(주임) 기계개발 기획실무자
15,1,1,2,기계개발기획,2,6,시장분석,6,(차장) 기계개발 기획전문가
15,1,1,2,기계개발기획,3,6,개발방안수립,6,(차장) 기계개발 기획전문가
15,1,1,2,기계개발기획,1,7,개발목표설정,7,기계개발 기획관리자
15,1,1,3,기계조달,3,4,견적의뢰,4,(대리) 기계조달 실무자
15,1,1,3,기계조달,7,3,재고관리,3,(주임) 기계조달 실무자
15,1,1,3,기계조달,1,6,구매계획 수립,6,기계조달 관리자
15,1,1,3,기계조달,2,6,협력회사관리,6,기계조달 관리자
15,1,1,3,기계조달,5,6,해외조달,6,기계조달 관리자
15,1,1,3,기계조달,4,5,구매발주,5,기계조달 전문가
15,1,1,3,기계조달,6,5,품질관리,5,기계조달 전문가
15,1,1,3,기계조달,8,5,구매조달 계약관리,5,기계조달 전문가
15,1,1,4,기계마케팅,4,4,매출목표관리,4,(대리) 기계마케팅 실무자
15,1,1,4,기계마케팅,5,4,홍보전략관리,4,(대리) 기계마케팅 실무자
15,1,1,4,기계마케팅,7,4,견적관리,4,(대리) 기계마케팅 실무자
15,1,1,4,기계마케팅,6,3,고객관리,3,(주임) 기계마케팅 실무자
15,1,1,4,기계마케팅,1,6,기계판매가격관리,6,기계마케팅 관리자
15,1,1,4,기계마케팅,2,6,기계영업전략수립,6,기계마케팅 관리자
15,1,1,4,기계마케팅,3,5,기계수주계약,5,기계마케팅 전문가
15,1,2,1,기계요소설계,4,4,요소공차검토,4,기계요소설계실무자
15,1,2,1,기계요소설계,5,4,요소부품재질선정,4,기계요소설계실무자
15,1,2,1,기계요소설계,6,3,체결요소설계,3,기계요소설계실무자
15,1,2,1,기계요소설계,8,3,치공구요소설계,3,기계요소설계실무자
15,1,2,1,기계요소설계,15,3,도면분석,3,기계요소설계실무자
15,1,2,1,기계요소설계,16,3,도면검토,3,기계요소설계실무자
15,1,2,1,기계요소설계,17,4,유압요소설계,4,기계요소설계실무자
15,1,2,1,기계요소설계,18,3,공압요소설계,3,기계요소설계실무자
15,1,2,1,기계요소설계,19,3,동력전달요소선정,3,기계요소설계실무자
15,1,2,1,기계요소설계,11,2,2D도면작업,2,기계요소설계입문자
15,1,2,1,기계요소설계,12,2,2D도면관리,2,기계요소설계입문자
15,1,2,1,기계요소설계,13,2,3D형상모델링작업,2,기계요소설계입문자
15,1,2,1,기계요소설계,14,2,3D형상모델링검토,2,기계요소설계입문자
15,1,2,1,기계요소설계,20,5,동력전달요소설계,5,기계요소설계전문가
15,1,2,1,기계요소설계,10,6,요소설계검증,6,기계요소설계책임자
15,1,2,2,기계시스템설계,12,3,형상모델링 작업,3,3수준 시스템설계실무자
15,1,2,2,기계시스템설계,13,3,형상모델링 검토,3,3수준 시스템설계실무자
15,1,2,2,기계시스템설계,5,4,요소부품설계검토,4,4수준 시스템설계실무자
15,1,2,2,기계시스템설계,10,4,치공구설계,4,4수준 시스템설계실무자
15,1,2,2,기계시스템설계,6,5,요소부품재질검토,5,5수준 시스템설계책임자
15,1,2,2,기계시스템설계,7,5,요소부품제작성검토,5,5수준 시스템설계책임자
15,1,2,2,기계시스템설계,9,5,유공압시스템설계,5,5수준 시스템설계책임자
15,1,2,2,기계시스템설계,11,5,설계품질관리,5,5수준 시스템설계책임자
15,1,2,2,기계시스템설계,14,5,치공구제작성검토,5,5수준 시스템설계책임자
15,1,2,2,기계시스템설계,2,6,메커니즘구성,6,6수준 시스템설계책임자
15,1,2,2,기계시스템설계,8,6,동력전달장치설계,6,6수준 시스템설계책임자
15,1,2,2,기계시스템설계,1,7,설계관리,7,시스템설계관리자
15,1,2,2,기계시스템설계,3,7,레이아웃설계,7,시스템설계관리자
15,1,2,3,구조해석설계,6,7,진동/소음해석,7,구조해석 설계관리자
15,1,2,3,구조해석설계,8,7,최적화해석,7,구조해석 설계관리자
15,1,2,3,구조해석설계,1,3,해석용모델링,3,구조해석 설계실무자
15,1,2,3,구조해석설계,9,4,정적구조해석,3,구조해석 설계실무자
15,1,2,3,구조해석설계,10,5,정적구조해석평가,4,구조해석 설계실무자
15,1,2,3,구조해석설계,11,4,열응력해석,4,구조해석 설계실무자
15,1,2,3,구조해석설계,12,5,열응력해석평가,5,구조해석 설계실무자
15,1,2,3,구조해석설계,4,6,유동해석,6,구조해석 설계책임자
15,1,2,3,구조해석설계,5,6,동적구조해석,6,구조해석 설계책임자
15,1,2,3,구조해석설계,7,6,내구해석,6,구조해석 설계책임자
15,1,2,4,기계제어설계,3,4,제어사양서작성,4,기계제어 실무자
15,1,2,4,기계제어설계,4,4,공정제어도작성,4,기계제어 실무자
15,1,2,4,기계제어설계,8,4,제어프로그램작성,4,기계제어 실무자
15,1,2,4,기계제어설계,11,4,제어인터페이스설계,4,기계제어 실무자
15,1,2,4,기계제어설계,13,3,유공압제어설계,3,기계제어 실무자
15,1,2,4,기계제어설계,14,3,제어로직적용,3,기계제어 실무자
15,1,2,4,기계제어설계,1,5,기계제어요구사항분석,5,기계제어 전문가
15,1,2,4,기계제어설계,2,5,기계제어요소선정,5,기계제어 전문가
15,1,2,4,기계제어설계,7,5,제어신호처리,5,기계제어 전문가
15,1,2,4,기계제어설계,10,5,제어성능시험평가,5,기계제어 전문가
15,1,2,4,기계제어설계,12,5,제어인터페이스분석,5,기계제어 전문가
15,1,2,4,기계제어설계,5,6,제어로직설계,6,기계제어 책임자
15,1,2,4,기계제어설계,9,6,제어시뮬레이션,6,기계제어 책임자
15,2,1,1,선반가공,2,3,공구 선정,3,고급기능자
15,2,1,1,선반가공,7,3,편심 · 나사 작업,3,고급기능자
15,2,1,1,선반가공,1,5,작업계획수립,5,고급기술자
15,2,1,1,선반가공,8,5,부속 장치 사용,5,고급기술자
15,2,1,1,선반가공,9,5,장비 유지관리,5,고급기술자
15,2,1,1,선반가공,4,2,기본 작업(선반가공),2,기능자
15,2,1,1,선반가공,5,2,단순형상 작업,2,기능자
15,2,1,1,선반가공,6,2,홈 · 테이퍼 작업,2,기능자
15,2,1,1,선반가공,11,2,도면해독(선반가공),2,기능자
15,2,1,1,선반가공,12,2,안전규정 준수(선반가공),2,기능자
15,2,1,1,선반가공,10,4,도면분석(선반가공),4,기술자
15,2,1,2,밀링가공,6,3,탭 · 드릴 · 보링 가공,3,고급기능자
15,2,1,2,밀링가공,8,3,치공구 관리(밀링가공),3,고급기능자
15,2,1,2,밀링가공,1,5,작업계획수립,5,고급기술자
15,2,1,2,밀링가공,10,5,품질개선활동,5,고급기술자
15,2,1,2,밀링가공,2,2,작업장 유지관리(밀링가공),2,기능자
15,2,1,2,밀링가공,4,2,기본 작업(밀링가공),2,기능자
15,2,1,2,밀링가공,5,2,평면 · 총형 가공,2,기능자
15,2,1,2,밀링가공,7,2,엔드밀 가공,2,기능자
15,2,1,2,밀링가공,12,2,도면해독(밀링가공),2,기능자
15,2,1,2,밀링가공,14,2,안전규정 준수(밀링가공),2,기능자
15,2,1,2,밀링가공,11,4,도면분석(밀링가공),4,기술자
15,2,1,2,밀링가공,13,4,안전대책 수립(밀링가공),4,기술자
15,2,1,3,연삭가공,6,3,평면연삭,3,고급기능자
15,2,1,3,연삭가공,7,3,원통연삭,3,고급기능자
15,2,1,3,연삭가공,8,3,성형연삭,3,고급기능자
15,2,1,3,연삭가공,9,3,정밀측정(연삭가공),3,고급기능자
15,2,1,3,연삭가공,1,5,작업계획수립,5,고급기술자
15,2,1,3,연삭가공,10,5,품질문제 대응,5,고급기술자
15,2,1,3,연삭가공,3,2,공구관리,2,기능자
15,2,1,3,연삭가공,5,2,기본작업(연삭가공),2,기능자
15,2,1,3,연삭가공,12,2,작업장 유지관리(연삭가공),2,기능자
15,2,1,3,연삭가공,14,2,도면해독(연삭가공),2,기능자
15,2,1,3,연삭가공,16,2,안전규정준수(연삭가공),2,기능자
15,2,1,3,연삭가공,11,4,장비 유지관리(연삭가공),4,기술자
15,2,1,3,연삭가공,13,4,도면분석(연삭가공),4,기술자
15,2,1,3,연삭가공,15,4,안전대책수립(연삭가공),4,기술자
15,2,1,4,CAM,4,3,CNC선반 가공 프로그래밍,3,고급기능자
15,2,1,4,CAM,6,3,CNC밀링(머시닝센터) 가공 프로그래밍,3,고급기능자
15,2,1,4,CAM,7,3,CNC선반 가공 CAM 프로그래밍,3,고급기능자
15,2,1,4,CAM,8,3,CNC밀링(머시닝센터) 가공 CAM 프로그래밍,3,고급기능자
15,2,1,4,CAM,12,3,CNC EDW 가공 프로그래밍,3,고급기능자
15,2,1,4,CAM,2,5,도면해독,5,고급기술자
15,2,1,4,CAM,9,5,CNC 복합 가공 프로그래밍,5,고급기술자
15,2,1,4,CAM,10,5,CNC밀링 5축 가공 프로그래밍,5,고급기술자
15,2,1,4,CAM,1,6,작업계획수립,6,관리자
15,2,1,4,CAM,3,2,CNC선반 조작,2,기능자
15,2,1,4,CAM,5,2,CNC밀링(머시닝센터) 조작,2,기능자
15,2,1,4,CAM,13,2,안전규정준수(CAM),2,기능자
15,2,1,4,CAM,11,4,CNC EDM 가공 프로그래밍,4,기술자
15,2,1,5,측정,5,3,정밀측정,3,고급기능자
15,2,1,5,측정,7,3,3차원측정,3,고급기능자
15,2,1,5,측정,8,3,측정기 유지관리,3,고급기능자
15,2,1,5,측정,1,5,측정 작업계획수립,5,고급기술자
15,2,1,5,측정,9,5,측정 작업개선,5,고급기술자
15,2,1,5,측정,10,6,측정 작업관리,6,관리자
15,2,1,5,측정,3,2,육안검사,2,기능자
15,2,1,5,측정,4,2,기본측정기 사용,2,기능자
15,2,1,5,측정,11,2,측정 도면해독,2,기능자
15,2,1,5,측정,6,4,비교측정,4,기술자
15,2,1,5,측정,12,4,기하공차 해석,4,기술자
15,2,1,6,성형가공,3,3,기본공구 사용,3,고급기능자
15,2,1,6,성형가공,1,5,작업계획수립,5,고급기술자
15,2,1,6,성형가공,7,5,장비 유지관리,5,고급기술자
15,2,1,6,성형가공,9,5,품질문제 대응,5,고급기술자
15,2,1,6,성형가공,2,2,작업장 유지관리,2,기능자
15,2,1,6,성형가공,5,2,프레스 작업,2,기능자
15,2,1,6,성형가공,4,4,도면해독,4,기술자
15,2,1,6,성형가공,6,4,치공구 관리,4,기술자
15,2,1,6,성형가공,8,4,안전규정 준수·대책수립,4,기술자
15,2,2,1,방전가공,6,4,형조 방전가공 계획 수립,4,대리
15,2,2,1,방전가공,7,4,형조 방전가공 준비,4,대리
15,2,2,1,방전가공,8,4,형조 방전가공,4,대리
15,2,2,1,방전가공,9,4,형조 방전가공기 유지 보수 관리,4,대리
15,2,2,1,방전가공,10,4,방전가공 공작물 품질관리,4,대리
15,2,2,1,방전가공,11,4,방전가공작업 개선활동,4,대리
15,2,2,1,방전가공,12,2,안전규정준수 (방전가공),2,사원
15,2,2,1,방전가공,13,2,와이어 방전가공 사전준비,2,사원
15,2,2,1,방전가공,14,2,형조 방전가공 사전준비,2,사원
15,2,2,1,방전가공,2,3,와이어 방전가공 계획 수립,3,주임
15,2,2,1,방전가공,3,3,와이어 방전가공 준비,3,주임
15,2,2,1,방전가공,4,3,와이어 방전가공,3,주임
15,2,2,1,방전가공,5,3,와이어 방전가공기 유지 보수 관리,3,주임
15,2,2,2,레이저가공,3,4,레이저가공 설계,4,대리
15,2,2,2,레이저가공,9,4,레이저가공 제품검사,4,대리
15,2,2,2,레이저가공,10,4,레이저 장비유지관리,4,대리
15,2,2,2,레이저가공,13,2,안전규정준수(레이저가공),2,사원
15,2,2,2,레이저가공,5,3,레이저 절단,3,주임
15,2,2,2,레이저가공,6,3,레이저 용접,3,주임
15,2,2,2,레이저가공,7,3,레이저 표면가공,3,주임
15,2,2,2,레이저가공,8,3,레이저 드릴가공,3,주임
15,2,2,2,레이저가공,12,3,레이저가공 준비,3,주임
15,2,2,3,워터젯가공,2,4,워터젯 CAD 설계,4,대리
15,2,2,3,워터젯가공,6,4,워터젯 취성재료 절단,4,대리
15,2,2,3,워터젯가공,7,4,워터젯 3차원 절단,4,대리
15,2,2,3,워터젯가공,10,2,안전규정준수(워터젯가공),2,사원
15,2,2,3,워터젯가공,1,3,워터젯가공 작업준비,3,주임
15,2,2,3,워터젯가공,3,3,워터젯 CAM 설계,3,주임
15,2,2,3,워터젯가공,4,3,워터젯 운전준비,3,주임
15,2,2,3,워터젯가공,5,3,워터젯 일반재료 절단,3,주임
15,2,2,3,워터젯가공,8,3,워터젯 장비관리,3,주임
15,2,2,3,워터젯가공,9,3,워터젯 작업 안전관리,3,주임
15,2,2,4,플라즈마가공,1,5,플라즈마가공 공정계획 수립,5,과장
15,2,2,4,플라즈마가공,2,4,플라즈마 절단,4,대리
15,2,2,4,플라즈마가공,3,4,플라즈마 용접,4,대리
15,2,2,4,플라즈마가공,4,4,플라즈마 코팅,4,대리
15,2,2,4,플라즈마가공,5,4,플라즈마 세정,4,대리
15,2,2,4,플라즈마가공,6,4,플라즈마 표면개질,4,대리
15,2,2,4,플라즈마가공,7,4,플라즈마 공작물 품질관리,4,대리
15,2,2,4,플라즈마가공,8,4,플라즈마장비 보전관리,4,대리
15,2,2,4,플라즈마가공,9,4,플라즈마 작업안전관리,4,대리
15,2,2,4,플라즈마가공,10,2,안전규정준수 (플라즈마가공),2,사원
15,3,1,1,기계수동조립,3,5,작업공정설계,5,기계수동조립 고급실무자
15,3,1,1,기계수동조립,1,6,조립계획수립,6,기계수동조립 관리자
15,3,1,1,기계수동조립,9,6,조립작업관리,6,기계수동조립 관리자
15,3,1,1,기계수동조립,6,2,기계부품조립,2,기계수동조립 기능원
15,3,1,1,기계수동조립,11,2,조립도면해독,2,기계수동조립 기능원
15,3,1,1,기계수동조립,12,2,조립도면작성,2,기계수동조립 기능원
15,3,1,1,기계수동조립,14,2,조립부품다듬질,2,기계수동조립 기능원
15,3,1,1,기계수동조립,16,2,공기압 장치조립,2,기계수동조립 기능원
15,3,1,1,기계수동조립,18,2,전기전자장치조립준비,2,기계수동조립 기능원
15,3,1,1,기계수동조립,22,2,조립안전관리,2,기계수동조립 기능원
15,3,1,1,기계수동조립,5,4,조립현장교육,4,기계수동조립 중급실무자
15,3,1,1,기계수동조립,10,3,조립제품출고,3,기계수동조립 초급실무자
15,3,1,1,기계수동조립,13,3,조립부품준비,3,기계수동조립 초급실무자
15,3,1,1,기계수동조립,17,3,유압 장치조립,3,기계수동조립 초급실무자
15,3,1,1,기계수동조립,19,3,전기전자장치조립,3,기계수동조립 초급실무자
15,3,1,1,기계수동조립,20,3,기계구동장치조립,3,기계수동조립 초급실무자
15,3,1,1,기계수동조립,21,3,치공구조립,3,기계수동조립 초급실무자
15,3,1,2,기계소프트웨어개발,1,5,기계시스템 분석,5,기계 소프트웨어 설계 고급실무자
15,3,1,2,기계소프트웨어개발,3,5,기계시스템 제어 방식 결정,5,기계 소프트웨어 설계 고급실무자
15,3,1,2,기계소프트웨어개발,2,6,제어 프로세스 분석,6,기계 소프트웨어 설계 관리자
15,3,1,2,기계소프트웨어개발,10,2,PLC제어 기본 모듈 프로그램 개발,2,기계 소프트웨어 설계 기능원
15,3,1,2,기계소프트웨어개발,12,2,PLC제어 프로그램 테스트,2,기계 소프트웨어 설계 기능원
15,3,1,2,기계소프트웨어개발,15,2,공기압 제어,2,기계 소프트웨어 설계 기능원
15,3,1,2,기계소프트웨어개발,7,4,제어 프로그램 구조설계,4,기계 소프트웨어 설계 중급실무자
15,3,1,2,기계소프트웨어개발,8,4,PC제어 프로그램 개발,4,기계 소프트웨어 설계 중급실무자
15,3,1,2,기계소프트웨어개발,11,4,PLC제어 특수 모듈 프로그램 개발,4,기계 소프트웨어 설계 중급실무자
15,3,1,2,기계소프트웨어개발,4,3,센서 활용 기술,3,기계 소프트웨어 설계 초급실무자
15,3,1,2,기계소프트웨어개발,5,3,모터 제어,3,기계 소프트웨어 설계 초급실무자
15,3,1,2,기계소프트웨어개발,9,3,PC제어 프로그램 테스트,3,기계 소프트웨어 설계 초급실무자
15,3,1,2,기계소프트웨어개발,13,3,HMI 프로그램 개발,3,기계 소프트웨어 설계 초급실무자
15,3,1,2,기계소프트웨어개발,14,3,기계시스템 운용 파라미터 최적화,3,기계 소프트웨어 설계 초급실무자
15,3,1,2,기계소프트웨어개발,16,3,유압제어,3,기계 소프트웨어 설계 초급실무자
15,3,1,3,기계하드웨어개발,2,5,개념설계,5,기계 하드웨어 개발 고급실무자
15,3,1,3,기계하드웨어개발,1,6,사양분석,6,기계 하드웨어 개발 관리자
15,3,1,3,기계하드웨어개발,7,2,기계하드웨어 제작,2,기계 하드웨어 개발 기능원
15,3,1,3,기계하드웨어개발,3,4,제어기구조설계,4,기계 하드웨어 개발 중급실무자
15,3,1,3,기계하드웨어개발,5,4,회로도작성,4,기계 하드웨어 개발 중급실무자
15,3,1,3,기계하드웨어개발,9,4,기계하드웨어 유지관리,4,기계 하드웨어 개발 중급실무자
15,3,1,3,기계하드웨어개발,4,3,회로상세설계,3,기계 하드웨어 개발 초급실무자
15,3,1,3,기계하드웨어개발,6,3,PCB설계,3,기계 하드웨어 개발 초급실무자
15,3,1,3,기계하드웨어개발,8,3,기계하드웨어 시험,3,기계 하드웨어 개발 초급실무자
15,3,1,4,기계펌웨어개발,1,5,기능요구사항 분석,5,기계 펌웨어 개발 고급실무자
15,3,1,4,기계펌웨어개발,10,5,고객기술지원,5,기계 펌웨어 개발 고급실무자
15,3,1,4,기계펌웨어개발,2,6,컴포넌트 분석,6,기계 펌웨어 개발 관리자
15,3,1,4,기계펌웨어개발,7,2,펌웨어 동작 테스트,2,기계 펌웨어 개발 기능원
15,3,1,4,기계펌웨어개발,3,4,펌웨어 기본설계,4,기계 펌웨어 개발 중급실무자
15,3,1,4,기계펌웨어개발,9,4,펌웨어 신뢰성 평가,4,기계 펌웨어 개발 중급실무자
15,3,1,4,기계펌웨어개발,4,3,펌웨어 구조설계,3,기계 펌웨어 개발 초급실무자
15,3,1,4,기계펌웨어개발,5,3,개발환경 구축,3,기계 펌웨어 개발 초급실무자
15,3,1,4,기계펌웨어개발,6,3,펌웨어 프로그래밍,3,기계 펌웨어 개발 초급실무자
15,3,1,4,기계펌웨어개발,8,3,펌웨어 필드 테스트,3,기계 펌웨어 개발 초급실무자
15,3,2,1,기계생산관리계획,1,5,생산요구사항 관리,5,과장/차장
15,3,2,1,기계생산관리계획,3,5,생산일정계획 수립,5,과장/차장
15,3,2,1,기계생산관리계획,5,5,생산가용성 분석,5,과장/차장
15,3,2,1,기계생산관리계획,6,5,생산설비 운영계획 수립,5,과장/차장
15,3,2,1,기계생산관리계획,7,4,생산안전관리계획 수립,4,주임/대리
15,3,2,1,기계생산관리계획,9,4,작업량 분배계획 수립,4,주임/대리
15,3,2,1,기계생산관리계획,2,6,생산총괄계획 수립,6,차장/ 부장/ 팀장
15,3,2,1,기계생산관리계획,4,6,생산요소 운영계획 수립,6,차장/ 부장/ 팀장
15,3,2,1,기계생산관리계획,8,6,제조원가계획 수립,6,차장/ 부장/ 팀장
15,3,2,2,기계자재관리,1,5,자재 공급 계획 수립,5,과장/차장
15,3,2,2,기계자재관리,2,5,신규공급자 개발 관리,5,과장/차장
15,3,2,2,기계자재관리,3,5,공급자 유지 관리,5,과장/차장
15,3,2,2,기계자재관리,4,5,자재 발주 관리,5,과장/차장
15,3,2,2,기계자재관리,5,3,자재 입출고 관리,3,사원
15,3,2,2,기계자재관리,6,4,자재 창고 관리,4,주임/대리
15,3,2,2,기계자재관리,7,4,자재관리 프로그램 운영,4,주임/대리
15,3,2,2,기계자재관리,8,4,자재 공급설비 관리,4,주임/대리
15,3,2,3,기계공정관리,2,5,기계공정 분석,5,과장/차장
15,3,2,3,기계공정관리,3,5,공정개선 관리,5,과장/차장
15,3,2,3,기계공정관리,11,5,공정보안 관리,5,과장/차장
15,3,2,3,기계공정관리,1,6,기계공정 설계,6,부장 /팀장
15,3,2,3,기계공정관리,4,4,공정표준화 관리,4,주임/대리
15,3,2,3,기계공정관리,6,4,공정요소 분석,4,주임/대리
15,3,2,3,기계공정관리,8,4,기계공정이력 관리,4,주임/대리
15,3,2,4,기계생산성관리,1,5,생산성지표 관리,5,과장/차장
15,3,2,4,기계생산성관리,2,5,생산성데이터 관리,5,과장/차장
15,3,2,4,기계생산성관리,10,3,설비상태 모니터링,3,사원
15,3,2,4,기계생산성관리,3,4,작업생산성 관리,4,주임/대리
15,3,2,4,기계생산성관리,4,4,재공품 관리,4,주임/대리
15,3,2,4,기계생산성관리,5,4,설비생산성 관리,4,주임/대리
15,3,2,4,기계생산성관리,7,4,생산환경 관리,4,주임/대리
15,3,2,5,기계작업감독,1,5,작업계획 수행,5,과장/ 차장(직장)
15,3,2,5,기계작업감독,2,5,작업현장개선 관리,5,과장/ 차장(직장)
15,3,2,5,기계작업감독,3,5,작업안전대책 수행,5,과장/ 차장(직장)
15,3,2,5,기계작업감독,6,5,작업변경점 관리,5,과장/ 차장(직장)
15,3,2,5,기계작업감독,7,5,작업준비 관리,5,과장/ 차장(직장)
15,3,2,5,기계작업감독,8,5,작업진도 관리,5,과장/ 차장(직장)
15,3,2,5,기계작업감독,4,4,작업일정계획 관리,4,주임 (반장)
15,3,2,5,기계작업감독,5,4,부적합품 관리,4,주임 (반장)
15,3,2,5,기계작업감독,9,4,생산설비 관리,4,주임 (반장)
15,4,1,1,기계품질계획,1,6,기계 품질수준 로드맵 수립,6,기계품질계획 관리자
15,4,1,1,기계품질계획,5,4,기계 자재 검사 계획 설정,4,기계품질계획 담당자
15,4,1,1,기계품질계획,6,4,기계 반제품 검사 계획 설정,4,기계품질계획 담당자
15,4,1,1,기계품질계획,7,4,기계 완성품 검사 계획 설정,4,기계품질계획 담당자
15,4,1,1,기계품질계획,8,5,기계 품질평가 계획 설정,5,기계품질계획 실무자
15,4,1,1,기계품질계획,10,5,기계 사후 관리 계획,5,기계품질계획 실무자
15,4,1,1,기계품질계획,11,5,기계품질 개선 계획,5,기계품질계획 실무자
15,4,1,2,기계품질관리,4,4,기계품질 공정 검사,5,기계품질관리 관리자
15,4,1,2,기계품질관리,6,5,기계품질 검사결과 관리,5,기계품질관리 관리자
15,4,1,2,기계품질관리,2,3,기계 검사·측정기기 관리,3,기계품질관리 담당자
15,4,1,2,기계품질관리,8,2,기계품질 출하 관리,2,기계품질관리 보조자
15,4,1,2,기계품질관리,1,4,기계품질 검사 준비,4,기계품질관리 실무자
15,4,1,2,기계품질관리,3,4,기계품질 수입 검사,4,기계품질관리 실무자
15,4,1,2,기계품질관리,5,4,기계품질 제품 검사,4,기계품질관리 실무자
15,4,1,2,기계품질관리,9,4,기계품질 개선 관리,4,기계품질관리 실무자
15,4,1,2,기계품질관리,7,5,기계품질 부적합품 관리,6,기계품질관리 책임자
15,4,1,2,기계품질관리,10,6,기계품질 규제대응 관리,6,기계품질관리 책임자
15,4,1,3,기계품질평가,1,4,기계품질 평가자 관리,5,기계품질평가 관리자
