대분류코드,중분류코드,소분류코드,직무코드,직무명,직무역량코드,직무역량수준(능력단위수준 이면서 세분류의 자식),직무역량명,수준(직급수준),직급명
20,1,2,7,UI/UX엔지니어링,2,7,UI/UX 계획 수립,7,UI/UX 총괄 책임자
20,1,2,7,UI/UX엔지니어링,1,6,UI/UX 환경 분석,6,리서치 담당자
20,1,2,7,UI/UX엔지니어링,3,6,사용자 리서치,6,리서치 담당자
20,1,2,8,시스템SW엔지니어링,3,6,시스템SW 상세 설계,6,선임 시스템SW  개발자
20,1,2,8,시스템SW엔지니어링,7,6,시스템SW 기술문서 작성,6,선임 시스템SW  개발자
20,1,2,8,시스템SW엔지니어링,5,5,시스템SW 통합 구현,5,시스템SW 개발자
20,1,2,8,시스템SW엔지니어링,6,5,시스템SW 테스트,5,시스템SW 개발자
20,1,2,8,시스템SW엔지니어링,9,5,시스템SW 단위 모듈 구현,5,시스템SW 개발자
20,1,2,8,시스템SW엔지니어링,10,5,시스템SW 인터페이스 구현,5,시스템SW 개발자
20,1,2,8,시스템SW엔지니어링,11,5,시스템SW 운영관리,5,시스템SW 개발자
20,1,2,8,시스템SW엔지니어링,8,4,시스템SW 배포,4,시스템SW 배포 담당자
20,1,2,8,시스템SW엔지니어링,1,7,시스템SW 요구사항 분석,7,책임 시스템SW 개발자
20,1,2,8,시스템SW엔지니어링,2,7,시스템SW 아키텍처 설계,7,책임 시스템SW 개발자
20,1,2,9,빅데이터플랫폼구축,3,4,빅데이터 수집시스템 개발,4,빅데이터 플랫폼 개발자
20,1,2,9,빅데이터플랫폼구축,4,4,빅데이터 저장시스템 개발,4,빅데이터 플랫폼 개발자
20,1,2,9,빅데이터플랫폼구축,5,5,빅데이터 처리시스템 개발,5,빅데이터 플랫폼 선임 개발자
20,1,2,9,빅데이터플랫폼구축,6,5,빅데이터 분석시스템 개발,5,빅데이터 플랫폼 선임 개발자
20,1,2,9,빅데이터플랫폼구축,7,5,빅데이터 품질관리시스템 개발,5,빅데이터 플랫폼 선임 개발자
20,1,2,9,빅데이터플랫폼구축,2,6,빅데이터 플랫폼 아키텍처 설계,6,빅데이터 플랫폼 선임 아키텍트
20,1,2,9,빅데이터플랫폼구축,1,7,빅데이터 플랫폼 요구사항 분석,7,빅데이터 플랫폼 책임 아키텍트
20,1,2,9,빅데이터플랫폼구축,8,3,빅데이터 플랫폼 테스트,3,빅데이터 플랫폼 테스트 담당자
20,1,2,10,핀테크엔지니어링,6,5,핀테크 인터페이스 구현,5,핀테크 개발자
20,1,2,10,핀테크엔지니어링,7,5,핀테크 기능 구현,5,핀테크 개발자
20,1,2,10,핀테크엔지니어링,8,5,핀테크 보안·인증 구현,5,핀테크 개발자
20,1,2,10,핀테크엔지니어링,2,6,핀테크 인프라 설계,6,핀테크 설계자
20,1,2,10,핀테크엔지니어링,3,6,핀테크 인터페이스 설계,6,핀테크 설계자
20,1,2,10,핀테크엔지니어링,4,6,핀테크 기능 설계,6,핀테크 설계자
20,1,2,10,핀테크엔지니어링,5,6,핀테크 보안·인증 설계,6,핀테크 설계자
20,1,2,10,핀테크엔지니어링,1,7,핀테크 요구사항 분석,7,핀테크 요구사항분석가
20,1,2,10,핀테크엔지니어링,9,4,핀테크 테스트,4,핀테크 테스트 담당자
20,1,2,11,데이터아키텍처,5,6,데이터 표준 수립,6,선임 데이터 아키텍트
20,1,2,11,데이터아키텍처,9,6,데이터 품질 검증,6,선임 데이터 아키텍트
20,1,2,11,데이터아키텍처,2,8,데이터 거버넌스 수립,8,수석 데이터 아키텍트
20,1,2,11,데이터아키텍처,1,7,데이터 아키텍처 구축 계획 수립,7,책임 데이터 아키텍트
20,1,2,11,데이터아키텍처,3,7,데이터 아키텍처 요구사항 분석,7,책임 데이터 아키텍트
20,1,2,11,데이터아키텍처,4,7,데이터 아키텍처 설계,7,책임 데이터 아키텍트
20,1,2,11,데이터아키텍처,6,7,데이터 모델 검증,7,책임 데이터 아키텍트
20,1,2,11,데이터아키텍처,7,7,데이터베이스 검증,7,책임 데이터 아키텍트
20,1,2,11,데이터아키텍처,8,7,데이터 품질관리 계획 수립,7,책임 데이터 아키텍트
20,1,2,11,데이터아키텍처,10,7,데이터 아키텍처 수행관리,7,책임 데이터 아키텍트
20,1,2,12,IoT시스템연동,4,4,외부 서비스 연동,4,IoT 연동 엔지니어
20,1,2,12,IoT시스템연동,5,4,서버 연동,4,IoT 연동 엔지니어
20,1,2,12,IoT시스템연동,6,4,게이트웨이 연동,4,IoT 연동 엔지니어
20,1,2,12,IoT시스템연동,7,4,스마트 디바이스 연동,4,IoT 연동 엔지니어
20,1,2,12,IoT시스템연동,8,4,엣지 디바이스 연동,4,IoT 연동 엔지니어
20,1,2,12,IoT시스템연동,3,5,IoT시스템 연동 모듈 개발,5,IoT 연동 개발자
20,1,2,12,IoT시스템연동,1,5,IoT시스템 연동 계획,5,IoT 연동 기획자
20,1,2,12,IoT시스템연동,2,5,IoT시스템 연동 설계,5,IoT 연동 설계자
20,1,2,12,IoT시스템연동,9,3,IoT시스템 연동 시험,3,IoT 연동 시험 실무자
20,1,2,13,인프라스트럭쳐아키텍처구축,1,7,인프라스트럭쳐 현황 분석,7,수석 테크니컬 아키텍트
20,1,2,13,인프라스트럭쳐아키텍처구축,2,7,인프라스트럭쳐 아키텍처 요구사항 분석,7,수석 테크니컬 아키텍트
20,1,2,13,인프라스트럭쳐아키텍처구축,3,7,인프라스트럭쳐 목표 아키텍처 설계,7,수석 테크니컬 아키텍트
20,1,2,13,인프라스트럭쳐아키텍처구축,9,7,인프라스트럭쳐 관리체계 수립,7,수석 테크니컬 아키텍트
20,1,2,13,인프라스트럭쳐아키텍처구축,4,5,서버 구성,5,시스템 엔지니어
20,1,2,13,인프라스트럭쳐아키텍처구축,5,5,스토리지 구성,5,시스템 엔지니어
20,1,2,13,인프라스트럭쳐아키텍처구축,6,5,네트워크 구성,5,시스템 엔지니어
20,1,2,13,인프라스트럭쳐아키텍처구축,7,5,클라우드 인프라스트럭쳐 서비스 구성,5,시스템 엔지니어
20,1,2,13,인프라스트럭쳐아키텍처구축,8,6,인프라스트럭쳐 아키텍처 구성 점검,6,책임 테크니컬 아키텍트
20,1,2,14,클라우드솔루션아키텍처,5,6,클라우드 서비스 비용 최적화 설계,6,선임 클라우드 솔루션 아키텍트
20,1,2,14,클라우드솔루션아키텍처,6,6,클라우드 솔루션 전환 설계,6,선임 클라우드 솔루션 아키텍트
20,1,2,14,클라우드솔루션아키텍처,7,6,클라우드 솔루션 배포 방안 수립,6,선임 클라우드 솔루션 아키텍트
20,1,2,14,클라우드솔루션아키텍처,8,6,클라우드 솔루션 운영 방안 수립,6,선임 클라우드 솔루션 아키텍트
20,1,2,14,클라우드솔루션아키텍처,1,7,클라우드 솔루션 요구사항 분석,7,책임 클라우드 솔루션 아키텍트
20,1,2,14,클라우드솔루션아키텍처,2,7,클라우드 솔루션 구조 설계,7,책임 클라우드 솔루션 아키텍트
20,1,2,14,클라우드솔루션아키텍처,3,7,클라우드 솔루션 보안 설계,7,책임 클라우드 솔루션 아키텍트
20,1,2,14,클라우드솔루션아키텍처,4,7,클라우드 솔루션 서비스 설계,7,책임 클라우드 솔루션 아키텍트
20,1,2,15,클라우드인프라스트럭쳐엔지니어링,3,6,클라우드 서버 서비스 설계,6,선임 클라우드 인프라스트럭처 엔지니어
20,1,2,15,클라우드인프라스트럭쳐엔지니어링,4,6,클라우드 스토리지 서비스 설계,6,선임 클라우드 인프라스트럭처 엔지니어
20,1,2,15,클라우드인프라스트럭쳐엔지니어링,5,6,클라우드 네트워크 서비스 설계,6,선임 클라우드 인프라스트럭처 엔지니어
20,1,2,15,클라우드인프라스트럭쳐엔지니어링,9,6,클라우드 인프라스트럭쳐 서비스 테스트,6,선임 클라우드 인프라스트럭처 엔지니어
20,1,2,15,클라우드인프라스트럭쳐엔지니어링,1,7,클라우드 인프라스트럭쳐 서비스 정책 수립,7,책임 클라우드 인프라스트럭처 엔지니어
20,1,2,15,클라우드인프라스트럭쳐엔지니어링,2,7,클라우드 인프라스트럭쳐 서비스 아키텍처 수립,7,책임 클라우드 인프라스트럭처 엔지니어
20,1,2,15,클라우드인프라스트럭쳐엔지니어링,6,5,클라우드 서버 서비스 개발,5,클라우드 인프라스트럭처 엔지니어
20,1,2,15,클라우드인프라스트럭쳐엔지니어링,7,5,클라우드 스토리지 서비스 개발,5,클라우드 인프라스트럭처 엔지니어
20,1,2,15,클라우드인프라스트럭쳐엔지니어링,8,5,클라우드 네트워크 서비스 개발,5,클라우드 인프라스트럭처 엔지니어
20,1,2,15,클라우드인프라스트럭쳐엔지니어링,10,5,클라우드 인프라스트럭쳐 서비스 배포,5,클라우드 인프라스트럭처 엔지니어
20,1,2,16,PaaS엔지니어링,5,5,PaaS 백엔드 개발,5,PaaS 엔지니어
20,1,2,16,PaaS엔지니어링,6,5,PaaS 프론트엔드 개발,5,PaaS 엔지니어
20,1,2,16,PaaS엔지니어링,8,5,PaaS 배포,5,PaaS 엔지니어
20,1,2,16,PaaS엔지니어링,9,5,PaaS 운영,5,PaaS 엔지니어
20,1,2,16,PaaS엔지니어링,3,6,PaaS 백엔드 설계,6,선임 PaaS 엔지니어
20,1,2,16,PaaS엔지니어링,4,6,PaaS 프론트엔드 설계,6,선임 PaaS 엔지니어
20,1,2,16,PaaS엔지니어링,7,6,PaaS 테스트,6,선임 PaaS 엔지니어
20,1,2,16,PaaS엔지니어링,1,7,PaaS 정책 수립,7,책임 PaaS 엔지니어
20,1,2,16,PaaS엔지니어링,2,7,PaaS 아키텍처 수립,7,책임 PaaS 엔지니어
20,1,3,1,IT시스템관리,16,4,NW 유지보수,4,IT시스템 기술지원 담당자
20,1,3,1,IT시스템관리,17,4,서비스데스크 구축,4,IT시스템 기술지원 담당자
20,1,3,1,IT시스템관리,19,4,IT시스템 변경관리,4,IT시스템 기술지원 담당자
20,1,3,1,IT시스템관리,3,5,IT시스템 서비스 수준관리,5,IT시스템 운영자
20,1,3,1,IT시스템관리,8,5,DB 운영관리,5,IT시스템 운영자
20,1,3,1,IT시스템관리,9,5,보안 운영관리,5,IT시스템 운영자
20,1,3,1,IT시스템관리,12,5,IT시스템 통합운영안정성관리,5,IT시스템 운영자
20,1,3,1,IT시스템관리,13,5,응용SW 변경관리,5,IT시스템 운영자
20,1,3,1,IT시스템관리,15,5,IT시스템 서버 운영관리,5,IT시스템 운영자
20,1,3,1,IT시스템관리,5,3,응용SW 운영관리,3,기반시스템 운영담당자/CS담당자
20,1,3,1,IT시스템관리,7,3,NW 운영관리,3,기반시스템 운영담당자/CS담당자
20,1,3,1,IT시스템관리,11,3,IT시스템 통합운영관리,3,기반시스템 운영담당자/CS담당자
20,1,3,1,IT시스템관리,14,3,HW 단말장치 운영관리,3,기반시스템 운영담당자/CS담당자
20,1,3,1,IT시스템관리,18,3,서비스데스크 운영,3,기반시스템 운영담당자/CS담당자
20,1,3,1,IT시스템관리,2,6,IT시스템 자원획득관리,6,선임 IT시스템 관리자
20,1,3,1,IT시스템관리,1,7,IT시스템 운영 기획,7,책임 IT시스템 관리자
20,1,3,2,IT기술교육,11,7,IT기술교육 전략계획수립,7,IT기술교육 관리자
20,1,3,2,IT기술교육,2,6,IT기술교육 체계수립,6,IT기술교육 기획자
20,1,3,2,IT기술교육,5,6,IT기술교육 교과개발,6,IT기술교육 기획자
20,1,3,2,IT기술교육,10,6,IT기술교육 성과평가,6,IT기술교육 기획자
20,1,3,2,IT기술교육,12,6,IT기술교육 방향수립,6,IT기술교육 기획자
20,1,3,2,IT기술교육,3,5,IT기술교육 요구조사,5,IT기술교육 운영자
20,1,3,2,IT기술교육,6,5,IT기술교육 자료개발,5,IT기술교육 운영자
20,1,3,2,IT기술교육,7,5,IT기술교육 운영계획수립,5,IT기술교육 운영자
20,1,3,2,IT기술교육,9,5,IT기술교육 교수자관리,5,IT기술교육 운영자
20,1,3,2,IT기술교육,4,3,IT기술교육 환경조성,3,IT기술교육 운영지원자
20,1,3,2,IT기술교육,8,3,IT기술교육 단위과정운영,3,IT기술교육 운영지원자
20,1,3,3,IT기술지원,2,6,기술지원 대상 인수,6,기술지원 관리자
20,1,3,3,IT기술지원,5,6,시스템 개선 대응,6,기술지원 관리자
20,1,3,3,IT기술지원,1,7,기술지원 서비스 기획,7,기술지원 기획자
20,1,3,3,IT기술지원,7,7,기술지원 평가,7,기술지원 기획자
20,1,3,3,IT기술지원,4,5,시스템 장애 대응,5,기술지원 엔지니어
20,1,3,3,IT기술지원,9,5,시스템 형상관리,5,기술지원 엔지니어
20,1,3,3,IT기술지원,12,5,기술지원 품질운영,5,기술지원 엔지니어
20,1,3,3,IT기술지원,8,6,기술지원 이슈관리,6,기술지원 품질관리자
20,1,3,3,IT기술지원,11,6,기술지원 품질계획 수립,6,기술지원 품질관리자
20,1,3,3,IT기술지원,3,2,기술지원 요청 관리,2,서비스데스크 담당자
20,1,3,3,IT기술지원,6,3,시스템 점검관리,3,유지보수 담당자
20,1,3,3,IT기술지원,13,3,시스템 유지보수관리,3,유지보수 담당자
20,1,3,4,빅데이터운영·관리,8,6,빅데이터 플로우 관리,6,데이터 모델 관리자
20,1,3,4,빅데이터운영·관리,9,6,빅데이터 모델 운영,6,데이터 모델 관리자
20,1,3,4,빅데이터운영·관리,10,5,빅데이터 처리 운영,5,데이터 처리 운영자
20,1,3,4,빅데이터운영·관리,7,7,빅데이터 품질 관리,7,데이터 품질관리자
20,1,3,4,빅데이터운영·관리,2,7,빅데이터 서비스 운영 계획,7,빅데이터 서비스 관리자
20,1,3,4,빅데이터운영·관리,3,5,빅데이터 서비스 운영 관리,5,빅데이터 서비스 운영자
20,1,3,4,빅데이터운영·관리,4,7,빅데이터 솔루션 운영 계획,7,빅데이터 솔루션 관리자
20,1,3,4,빅데이터운영·관리,5,5,빅데이터 솔루션 운영 관리,5,빅데이터 솔루션 운영자
20,1,3,4,빅데이터운영·관리,6,3,빅데이터 플랫폼 모니터링,3,빅데이터 플랫폼 모니터링 담당자
20,1,3,4,빅데이터운영·관리,1,8,빅데이터 플랫폼 운영 정책 수립,8,빅데이터 플랫폼 운영관리자
20,1,3,5,IoT시스템운영·관리,2,4,IoT 응용서비스 운영·관리,4,IoT시스템운영·관리  담당자
20,1,3,5,IoT시스템운영·관리,4,4,IoT 네트워크 운영·관리,4,IoT시스템운영·관리  담당자
20,1,3,5,IoT시스템운영·관리,5,4,IoT 디바이스 운영·관리,4,IoT시스템운영·관리  담당자
20,1,3,5,IoT시스템운영·관리,6,4,IoT 시스템 연동 관리,4,IoT시스템운영·관리  담당자
20,1,3,5,IoT시스템운영·관리,3,5,IoT 플랫폼 운영·관리,5,IoT시스템운영·관리  엔지니어
20,1,3,5,IoT시스템운영·관리,7,5,IoT 운영 데이터 관제,5,IoT시스템운영·관리  엔지니어
20,1,3,5,IoT시스템운영·관리,8,5,IoT 보안 운영·관리,5,IoT시스템운영·관리  엔지니어
20,1,3,5,IoT시스템운영·관리,9,5,IoT 시스템 변경 관리,5,IoT시스템운영·관리  엔지니어
20,1,3,5,IoT시스템운영·관리,1,6,IoT 시스템 운영·관리 계획,6,IoT시스템운영·관리 기획자
20,1,4,1,IT프로젝트관리,4,6,IT프로젝트 일정관리,6,IT프로젝트 리더
20,1,4,1,IT프로젝트관리,11,6,IT프로젝트 변경관리,6,IT프로젝트 리더
20,1,4,1,IT프로젝트관리,12,6,IT프로젝트 보안관리,6,IT프로젝트 리더
20,1,4,1,IT프로젝트관리,13,6,IT프로젝트 정보시스템 구축관리,6,IT프로젝트 리더
20,1,4,1,IT프로젝트관리,2,7,IT프로젝트 통합관리,7,IT프로젝트관리 전문가
20,1,4,1,IT프로젝트관리,5,7,IT프로젝트 원가관리,7,IT프로젝트관리 전문가
20,1,4,1,IT프로젝트관리,6,7,IT프로젝트 인적자원관리,7,IT프로젝트관리 전문가
20,1,4,1,IT프로젝트관리,7,7,IT프로젝트 품질관리,7,IT프로젝트관리 전문가
20,1,4,1,IT프로젝트관리,9,7,IT프로젝트 의사소통관리,7,IT프로젝트관리 전문가
20,1,4,1,IT프로젝트관리,10,7,IT프로젝트 조달관리,7,IT프로젝트관리 전문가
20,1,4,1,IT프로젝트관리,14,7,IT프로젝트 성과관리,7,IT프로젝트관리 전문가
20,1,4,1,IT프로젝트관리,1,8,IT프로젝트 기획관리,8,IT프로젝트관리 책임자
20,1,4,1,IT프로젝트관리,3,8,IT프로젝트 범위관리,8,IT프로젝트관리 책임자
20,1,4,1,IT프로젝트관리,8,8,IT프로젝트 위험관리,8,IT프로젝트관리 책임자
20,1,4,2,IT품질보증,7,6,IT품질보증계획 수립,6,IT품질관리자
20,1,4,2,IT품질보증,8,6,SW제품품질 점검,6,IT품질관리자
20,1,4,2,IT품질보증,9,6,IT프로세스이행 점검,6,IT품질관리자
20,1,4,2,IT품질보증,10,6,IT시정조치 관리,6,IT품질관리자
20,1,4,2,IT품질보증,12,6,IT품질관리 개선사항 도출,6,IT품질관리자
20,1,4,2,IT품질보증,14,6,IT품질 관리시스템 운영,6,IT품질관리자
20,1,4,2,IT품질보증,1,8,IT품질정책 수립,8,수석 IT품질관리자
20,1,4,2,IT품질보증,2,8,IT표준프로세스 수립,8,수석 IT품질관리자
20,1,4,2,IT품질보증,3,8,IT품질관리계획 수립,8,수석 IT품질관리자
20,1,4,2,IT품질보증,4,7,IT품질교육 관리,7,책임 IT품질관리자
20,1,4,2,IT품질보증,5,7,SW품질 평가,7,책임 IT품질관리자
20,1,4,2,IT품질보증,11,7,IT품질관리활동 개선,7,책임 IT품질관리자
20,1,4,2,IT품질보증,13,7,IT품질 관리시스템 구축,7,책임 IT품질관리자
20,1,4,3,IT테스트,12,5,테스트 요구사항 분석,5,IT테스터
20,1,4,3,IT테스트,14,5,테스트 케이스 설계,5,IT테스터
20,1,4,3,IT테스트,15,5,단위테스트 실행,5,IT테스터
20,1,4,3,IT테스트,16,5,통합테스트 실행,5,IT테스터
20,1,4,3,IT테스트,19,5,테스트 결과 관리,5,IT테스터
20,1,4,3,IT테스트,22,5,테스트 환경 점검,5,IT테스터
20,1,4,3,IT테스트,3,7,테스트 계획,7,IT테스트 관리자
